ides,idmun,temp,prec,Value
24,24,34.040000000000006,0.0,814
24,25,25.57,0.0,827
24,26,36.635,0.0,46
24,27,32.455,0.0,29
24,28,28.34,0.0,621
24,29,36.474999999999994,0.0,822
24,30,31.845,0.0,809
24,31,33.730000000000004,0.0,756
24,32,29.744999999999997,0.0,797
24,33,24.799999999999997,0.0,774
24,34,37.400000000000006,0.0,168
24,35,28.58,0.0,471
24,36,34.36,0.0,54
24,37,34.65,0.0,197
24,38,36.42,0.0,942
24,39,36.855000000000004,0.0,848
24,40,37.625,0.0,767
24,41,37.11,0.0,133
24,42,37.095,0.0,359
24,43,28.325000000000003,0.0,266
24,44,25.685000000000002,0.0,746
24,45,26.86,0.0,185
24,46,26.725,0.0,545
24,47,28.65,0.0,624
24,48,26.884999999999998,0.0,689
24,49,24.880000000000003,0.0,687
24,50,29.08,0.0,390
24,51,29.745,0.0,880
24,52,33.865,0.0,49
24,53,34.66,0.0,871
24,54,32.195,0.0,301
24,55,29.33,0.0,757
24,56,29.155,0.0,536
24,57,34.62,0.0,74
24,58,34.41,0.0,902
25,1,25.435,0.0,117
25,2,25.689999999999998,0.0,236
25,3,30.46,0.0,505
25,4,31.055,0.0,355
25,5,32.57,0.0,469
25,6,31.585,0.0,258
25,7,33.575,0.0,100
25,8,28.39,0.0,338
25,9,29.27,0.0,557
25,10,31.655,0.0,228
25,11,30.240000000000002,0.0,794
25,12,29.575,0.0,988
25,13,32.195,0.0,899
25,14,30.025,0.0,452
25,15,32.185,0.0,179
25,16,29.814999999999998,0.0,54
25,17,32.665,0.0,385
25,18,27.105,0.0,102
26,1,28.310000000000002,0.0,552
26,2,23.89,0.0,186
26,3,30.979999999999997,0.0,976
26,4,27.395,0.0,198
26,5,29.44,0.0,595
26,6,26.82,0.0,981
26,7,28.165,0.0,342
26,8,27.72,0.0,935
26,9,30.92,0.0,349
26,10,24.7,0.0,723
26,11,25.505000000000003,0.0,266
26,12,28.485,0.0,864
26,13,27.73,0.0,190
26,14,28.73,0.0,209
26,15,25.345,0.0,97
26,16,28.165,0.0,357
26,17,26.985,0.0,82
26,18,29.29,0.0,711
26,19,24.355,0.0,606
26,20,28.515,0.0,153
26,21,30.685,0.0,834
26,22,26.634999999999998,0.0,859
26,23,27.744999999999997,0.0,224
26,24,29.525,0.0,144
26,25,28.31,0.0,167
26,26,26.585,0.0,330
26,27,25.515,0.0,157
26,28,29.235,0.0,742
26,29,28.595,0.0,38
26,30,27.775,0.0,445
26,31,25.314999999999998,0.0,337
26,32,28.53,0.0,574
26,33,24.585,0.0,905
26,34,27.93,0.0,214
26,35,25.7,0.0,441
26,36,27.17,0.0,35
26,37,30.515,0.0,969
26,38,28.810000000000002,0.0,263
26,39,24.015,0.0,857
26,40,26.915,0.0,363
26,41,24.015,0.0,11
26,42,28.975,0.0,828
26,43,22.79,0.0,530
26,44,31.14,0.0,537
26,45,27.78,0.0,743
26,46,28.545,0.0,878
26,47,26.465,0.0,398
26,48,26.635,0.0,611
26,49,29.799999999999997,0.0,466
26,50,28.744999999999997,0.0,129
26,51,29.73,0.0,187
26,52,28.98,0.0,940
26,53,28.130000000000003,0.0,348
26,54,31.35,0.0,755
26,55,26.55,0.0,916
26,56,30.175,0.0,937
26,57,30.46,0.0,334
26,58,28.310000000000002,0.0,658
26,59,21.52,0.0,195
26,60,26.12,0.0,115
26,61,31.095,0.0,541
26,62,30.85,0.0,756
26,63,29.695,0.0,317
26,64,28.595,0.0,495
26,65,27.365000000000002,0.0,585
26,66,30.39,0.0,930
26,67,27.29,0.0,226
26,68,30.049999999999997,0.0,958
26,69,27.085,0.0,578
26,70,28.145000000000003,0.0,643
26,71,25.355,0.0,558
26,72,26.66,0.0,255
27,1,35.42,0.0,565
27,2,35.61,0.0,112
27,3,38.095,0.0,14
27,4,40.805,0.0,490
27,5,33.295,0.0,885
27,6,38.905,0.0,991
27,7,35.14,0.0,499
27,8,39.16,0.0,630
27,9,40.14,0.0,1000
27,10,37.305,0.0,828
27,11,37.24,0.0,323
27,12,40.155,0.0,713
27,13,39.045,0.0,525
27,14,31.564999999999998,0.0,660
27,15,37.125,0.0,273
27,16,37.91,0.0,226
27,17,37.135000000000005,0.0,140
28,1,37.16,4.1499999999999995,667
28,2,32.59,3.2800000000000002,636
28,3,34.93,0.065,349
28,4,36.905,0.005,871
28,5,33.47,0.005,16
28,6,27.205,0.08499999999999999,816
28,7,31.405,0.0,968
28,8,37.035,2.1100000000000003,381
28,9,28.775,0.0,285
28,10,35.80500000000001,0.05,968
28,11,33.445,0.48,622
28,12,37.605000000000004,0.76,376
28,13,31.369999999999997,0.875,596
28,14,33.345,0.0,560
28,15,31.605,0.0,656
28,16,31.685,0.21500000000000002,23
28,17,24.345,1.055,343
28,18,36.695,0.8400000000000001,75
28,19,30.985,2.13,331
28,20,29.505000000000003,0.05,237
28,21,37.705,0.03,142
28,22,30.905,0.0,815
28,23,34.045,0.0,813
28,24,32.55,0.0,333
28,25,31.695,0.0,284
28,26,23.385,0.09,822
28,27,33.625,0.0,623
28,28,36.375,0.0,562
28,29,34.41,0.18,738
28,30,34.895,0.8400000000000001,31
28,31,25.740000000000002,0.235,54
28,32,32.58,0.0,298
28,33,33.555,0.0,768
28,34,33.489999999999995,0.25,239
28,35,33.605000000000004,0.035,178
28,36,32.72,0.060000000000000005,54
28,37,31.505,10.65,282
28,38,30.810000000000002,0.0,376
28,39,31.585,0.085,570
28,40,33.74,0.0,150
28,41,27.700000000000003,1.635,310
28,42,32.29,0.045,352
28,43,36.480000000000004,0.43000000000000005,100
29,1,25.53,0.015,886
29,2,26.235,0.0,728
29,3,24.39,0.01,43
29,4,24.36,0.1,306
29,5,25.005,0.0,37
29,6,23.32,0.09,599
29,7,25.11,0.075,868
29,8,24.85,0.065,358
29,9,24.83,0.02,905
29,10,25.665,0.01,963
29,11,24.884999999999998,0.030000000000000002,524
29,12,23.229999999999997,0.0,609
29,13,23.985,0.07,64
29,14,25.03,0.035,438
29,15,23.56,0.02,931
29,16,24.28,0.01,199
29,17,26.08,0.0,545
29,18,25.53,0.015,449
29,19,22.75,0.01,10
29,20,23.3,0.060000000000000005,27
29,21,22.03,0.07500000000000001,502
29,22,26.604999999999997,0.0,863
29,23,23.775,0.0,127
29,24,25.814999999999998,0.0,375
29,25,26.35,0.0,457
29,26,25.53,0.015,720
29,27,26.64,0.0,159
29,28,25.55,0.005,770
29,29,26.55,0.0,983
29,30,23.700000000000003,0.065,934
29,31,24.075,0.055,366
29,32,25.15,0.0,200
29,33,26.770000000000003,0.0,512
29,34,23.665,0.065,288
29,35,23.75,0.04,322
29,36,26.689999999999998,0.005,289
29,37,24.755,0.0,357
29,38,24.59,0.0,895
29,39,24.02,0.0,77
29,40,25.71,0.025,550
29,41,26.604999999999997,0.0,353
29,42,26.235,0.0,447
29,43,25.785,0.015,78
29,44,26.235,0.0,922
29,45,24.0,0.045,300
29,46,23.314999999999998,0.01,332
29,47,23.435000000000002,0.0,12
29,48,26.535,0.0,570
29,49,25.66,0.0,41
29,50,24.555,0.005,775
29,51,26.55,0.0,630
29,52,24.07,0.025,780
29,53,26.55,0.0,150
29,54,26.55,0.0,242
29,55,25.15,0.015,321
29,56,24.205,0.0,240
29,57,25.32,0.0,188
29,58,26.604999999999997,0.0,379
29,59,26.604999999999997,0.0,438
29,60,26.57,0.0,161
30,1,25.155,0.7,685
30,2,29.145000000000003,0.345,617
30,3,38.455,0.0,39
30,4,32.16,0.07,966
30,5,31.5,0.0,846
30,6,25.86,0.8799999999999999,370
30,7,36.364999999999995,0.0,76
30,8,23.545,1.005,595
30,9,31.564999999999998,0.08,310
30,10,24.955,1.2999999999999998,910
30,11,28.75,0.0,961
30,12,34.019999999999996,0.0,235
30,13,30.84,0.0,378
30,14,35.370000000000005,0.33,49
30,15,30.695,0.0,379
30,16,30.605,0.0,477
30,17,34.025000000000006,0.0,445
30,18,23.115000000000002,0.9,731
30,19,28.145,0.65,823
30,20,28.634999999999998,0.635,282
30,21,36.22,0.22999999999999998,529
30,22,27.13,0.775,209
30,23,28.34,1.2999999999999998,876
30,24,32.925,0.495,985
30,25,22.93,0.97,832
30,26,27.165,0.45499999999999996,956
30,27,32.775000000000006,0.01,718
30,28,29.049999999999997,0.0,256
30,29,21.735,1.17,40
30,30,25.5,0.875,979
30,31,38.765,0.0,212
30,32,29.205,0.0,984
30,33,30.065,0.0,336
30,34,32.83,0.0,934
30,35,32.095,0.0,637
30,36,27.21,0.5900000000000001,666
30,37,32.585,0.005,747
30,38,28.105,0.5549999999999999,829
30,39,32.405,0.0,19
30,40,34.525,0.0,250
30,41,34.875,0.26,29
30,42,30.4,0.1,120
30,43,35.385000000000005,0.22499999999999998,593
30,44,32.575,0.575,257
30,45,36.465,0.0,620
30,46,29.534999999999997,0.47,762
30,47,26.39,0.925,283
30,48,36.41,0.0,709
30,49,36.535,0.0,310
30,50,34.05,0.015,746
30,51,33.504999999999995,0.01,559
30,52,38.099999999999994,0.030000000000000002,308
30,53,38.87,0.025,168
30,54,37.44499999999999,0.0,177
30,55,35.605000000000004,0.0,617
30,56,36.185,0.0,577
30,57,30.119999999999997,0.265,679
30,58,34.805,0.0,924
30,59,36.22,0.0,223
30,60,29.91,0.0,990
30,61,39.86,0.0,888
30,62,29.11,0.66,217
30,63,33.47,0.0,99
30,64,31.98,0.015,653
30,65,32.92,0.20500000000000002,57
30,66,33.6,0.030000000000000002,107
30,67,31.085,0.0,25
30,68,30.735,0.485,145
30,69,30.03,0.0,234
30,70,40.010000000000005,0.0,517
30,71,30.59,0.61,81
30,72,24.155,0.4,413
30,73,37.215,0.0,71
30,74,27.03,0.77,942
30,75,31.485,0.0,903
30,76,28.85,0.16499999999999998,44
30,77,39.595,0.0,107
30,78,34.02,0.0,925
30,79,26.314999999999998,0.75,488
30,80,32.075,0.545,936
30,81,22.869999999999997,0.98,954
30,82,35.735,0.0,753
30,83,33.67,0.005,870
30,84,33.575,0.0,682
30,85,30.314999999999998,0.645,428
30,86,23.244999999999997,1.2999999999999998,411
30,87,28.705,0.405,243
30,88,33.545,0.115,138
30,89,39.325,0.0,18
30,90,33.575,0.0,858
30,91,38.4,0.005,589
30,92,26.33,0.6799999999999999,935
30,93,29.08,0.355,910
30,94,39.5,0.0,707
30,95,30.5,0.09,601
30,96,28.939999999999998,0.39,540
30,97,28.59,0.0,50
30,98,29.98,0.535,942
30,99,22.525,1.055,701
30,100,33.575,0.0,599
30,101,23.525,1.03,554
30,102,32.2,0.26,783
30,103,31.479999999999997,0.0,155
30,104,30.814999999999998,0.0,557
30,105,31.915,0.0,361
30,106,29.145000000000003,0.345,605
30,107,23.605,1.065,366
30,108,39.065,0.0,53
30,109,30.975,0.385,781
30,110,30.71,0.615,745
30,111,35.66,0.0,586
30,112,29.415,0.47,792
30,113,33.355000000000004,0.345,909
30,114,30.54,0.065,943
30,115,24.59,0.96,313
30,116,39.305,0.0,619
30,117,38.47,0.16999999999999998,861
30,118,27.65,0.7,688
30,119,38.07,0.0,683
30,120,37.535,0.0,765
30,121,31.28,0.0,116
30,122,30.865000000000002,0.0,384
30,123,36.44,0.0,178
30,124,32.34,0.05,589
30,125,37.06,0.04,306
30,126,33.47,0.0,49
30,127,20.555,1.18,443
30,128,22.265,1.085,146
30,129,36.025000000000006,0.0,104
30,130,40.265,0.28500000000000003,992
30,131,33.93,0.0,651
30,132,24.3,0.885,35
30,133,31.11,0.0,450
30,134,34.379999999999995,0.034999999999999996,295
30,135,30.09,0.55,181
30,136,25.97,0.5800000000000001,468
30,137,29.175,0.615,265
30,138,25.66,0.815,823
30,139,31.46,0.0,667
30,140,28.87,0.605,853
30,141,32.665000000000006,0.0,645
30,142,39.099999999999994,0.0,775
30,143,36.325,0.0,78
30,144,39.415,0.0,215
30,145,38.125,0.0,816
30,146,31.884999999999998,0.41000000000000003,506
30,147,27.44,0.855,586
30,148,35.510000000000005,0.0,134
30,149,31.64,0.0,605
30,150,28.13,0.0,615
30,151,29.064999999999998,0.0,753
30,152,30.259999999999998,0.0,219
30,153,31.915,0.0,502
30,154,30.25,0.0,911
30,155,35.01,0.0,73
30,156,25.015,0.98,700
30,157,34.455,0.0,645
30,158,29.78,0.015,760
30,159,28.275,0.7,888
30,160,33.675,0.0,906
30,161,36.235,0.0,957
30,162,33.18,0.22,861
30,163,28.485,0.595,621
30,164,30.855,0.295,856
30,165,34.105000000000004,0.23500000000000001,356
30,166,30.895,0.195,116
30,167,33.825,0.0,850
30,168,30.415,0.535,698
30,169,38.745000000000005,0.005,634
30,170,27.345,0.255,287
30,171,28.380000000000003,0.65,427
30,172,40.195,0.0,203
30,173,37.9,0.25,892
30,174,37.05,0.0,840
30,175,33.745000000000005,0.0,436
30,176,37.620000000000005,0.0,220
30,177,26.225,0.8900000000000001,397
30,178,32.239999999999995,0.0,418
30,179,34.86,0.125,178
30,180,29.880000000000003,0.04,537
30,181,33.97,0.0,26
30,182,25.82,0.515,318
30,183,30.9,0.64,356
30,184,28.29,0.615,711
30,185,28.61,0.6599999999999999,944
30,186,30.32,0.545,665
30,187,28.1,0.52,685
30,188,32.629999999999995,0.325,279
30,189,29.8,0.0,803
30,190,37.51,0.0,519
30,191,30.91,0.0,208
30,192,29.445,0.1,333
30,193,30.435000000000002,0.0,431
30,194,22.715,1.08,551
30,195,28.185000000000002,0.615,536
30,196,37.445,0.12,214
30,197,30.314999999999998,0.205,479
30,198,25.380000000000003,0.28500000000000003,170
30,199,38.195,0.0,248
30,200,35.45,0.22999999999999998,12
30,201,33.45,0.56,401
30,202,30.23,0.07,176
30,203,30.89,0.034999999999999996,436
30,204,35.095,0.0,153
30,205,36.739999999999995,0.0,769
30,206,35.045,0.0,561
30,207,37.5,0.0,515
30,208,36.335,0.0,360
30,209,27.335,0.0,348
30,210,39.205,0.025,622
30,211,30.854999999999997,0.035,17
30,212,40.0,0.33,597
31,1,40.045,0.0,967
31,2,40.215,0.0,300
31,3,38.675,0.0,483
31,4,39.29,0.0,782
31,5,39.97,0.0,673
31,6,38.885000000000005,0.0,721
31,7,40.31,0.0,822
31,8,35.17,0.0,255
31,9,39.93,0.0,752
31,10,38.125,0.0,667
31,11,32.87,0.0,658
31,12,37.965,0.0,639
31,13,39.769999999999996,0.0,234
31,14,35.555,0.0,967
31,15,39.709999999999994,0.0,964
31,16,37.695,0.0,413
31,17,36.105,0.0,491
31,18,39.525,0.0,348
31,19,33.08,0.0,374
31,20,38.78,0.0,827
31,21,34.54,0.0,784
31,22,35.46,0.0,680
31,23,40.295,0.0,791
31,24,39.055,0.0,104
31,25,39.22,0.0,182
31,26,37.599999999999994,0.0,603
31,27,38.285,0.0,173
31,28,36.28,0.0,398
31,29,37.92,0.0,905
31,30,37.025000000000006,0.0,873
31,31,39.25,0.0,621
31,32,36.795,0.0,125
31,33,38.435,0.0,601
31,34,39.725,0.0,177
31,35,39.5,0.0,54
31,36,39.385000000000005,0.0,207
31,37,39.015,0.0,994
31,38,35.805,0.0,547
31,39,37.125,0.0,857
31,40,39.17,0.0,512
31,41,40.645,0.0,217
31,42,38.72,0.0,632
31,43,35.86,0.0,928
31,44,38.83,0.0,791
31,45,40.105,0.0,863
31,46,39.405,0.0,683
31,47,39.015,0.0,162
31,48,38.88,0.0,279
31,49,38.695,0.0,766
31,50,39.7,0.0,329
31,51,38.91,0.0,680
31,52,39.33,0.0,394
31,53,39.595,0.0,364
31,54,40.07,0.0,840
31,55,39.870000000000005,0.0,979
31,56,38.505,0.0,867
31,57,37.22,0.0,766
31,58,36.665,0.0,801
31,59,31.44,0.0,433
31,60,37.540000000000006,0.0,718
31,61,35.595,0.0,670
31,62,39.775000000000006,0.0,12
31,63,40.245,0.0,565
31,64,39.56,0.0,398
31,65,36.05,0.0,759
31,66,39.135000000000005,0.0,922
31,67,40.045,0.0,119
31,68,37.67,0.0,970
31,69,38.17,0.0,622
31,70,37.69,0.0,735
31,71,38.269999999999996,0.0,254
31,72,39.79,0.0,461
31,73,37.165,0.0,692
31,74,40.01,0.0,458
31,75,38.599999999999994,0.0,809
31,76,39.83,0.0,604
31,77,39.15,0.0,485
31,78,39.905,0.0,60
31,79,37.7,0.0,53
31,80,39.205,0.0,624
31,81,35.37,0.0,465
31,82,38.455,0.0,328
31,83,36.730000000000004,0.0,301
31,84,39.57,0.0,734
31,85,34.54,0.0,424
31,86,39.71,0.0,218
31,87,38.489999999999995,0.0,460
31,88,39.785,0.0,623
31,89,39.230000000000004,0.0,572
31,90,40.144999999999996,0.0,77
31,91,36.5,0.0,884
31,92,34.92,0.0,519
31,93,40.364999999999995,0.0,561
31,94,37.955,0.0,231
31,95,40.66,0.0,604
31,96,34.66,0.0,461
31,97,38.16,0.0,604
31,98,37.285,0.0,694
31,99,36.11,0.0,843
31,100,39.685,0.0,182
31,101,40.55,0.0,582
31,102,34.56,0.0,559
31,103,39.21,0.0,967
31,104,36.94,0.0,832
31,105,40.2,0.0,377
31,106,37.68,0.0,441
32,1,30.485,0.0,405
32,2,29.945,0.0,998
32,3,28.924999999999997,0.0,930
32,4,28.765,0.0,971
32,5,20.955,0.0,950
32,6,22.225,0.09,940
32,7,23.845,0.035,667
32,8,24.595,0.0,413
32,9,23.119999999999997,0.0,648
32,10,22.36,0.060000000000000005,194
32,11,30.025,0.0,687
32,12,21.97,0.0,124
32,13,20.925,0.0,641
32,14,24.200000000000003,0.16999999999999998,818
32,15,29.509999999999998,0.0,906
32,16,24.935000000000002,0.0,740
32,17,23.155,0.0,156
32,18,31.525,0.0,547
32,19,31.200000000000003,0.0,407
32,20,22.52,0.0,715
32,21,23.05,0.0,525
32,22,24.255000000000003,0.1,81
32,23,30.189999999999998,0.0,824
32,24,25.65,0.0,164
32,25,25.73,0.0,773
32,26,25.1,0.12000000000000001,57
32,27,26.869999999999997,0.055,88
32,28,30.435000000000002,0.0,436
32,29,23.200000000000003,0.1,860
32,30,29.59,0.0,255
32,31,28.560000000000002,0.0,519
32,32,20.27,0.0,166
32,33,30.285,0.0,377
32,34,30.115000000000002,0.0,193
32,35,25.395,0.0,312
32,36,25.175,0.0,162
32,37,22.604999999999997,0.0,972
32,38,25.880000000000003,0.0,628
32,39,22.23,0.1,688
32,40,22.119999999999997,0.02,983
32,41,24.435000000000002,0.0,909
32,42,23.265,0.085,217
32,43,24.525,0.0,44
32,44,30.21,0.0,888
32,45,28.64,0.0,446
32,46,26.745,0.0,96
32,47,29.19,0.0,837
32,48,29.59,0.0,647
32,49,26.335,0.0,297
32,50,22.0,0.0,769
32,51,24.32,0.065,928
32,52,25.939999999999998,0.0,685
32,53,25.285,0.0,794
32,54,25.3,0.0,218
32,55,25.33,0.0,484
32,56,20.34,0.0,214
32,57,24.32,0.0,721
32,58,28.58,0.0,761
